,tourney_year,tourney_name,tourney_location,tourney_dates,tourney_conditions,tourney_surface,player_ranking,opponent_name,match_win_loss,match_score
240,2002,ATP Masters Series Hamburg,"Hamburg, Germany",2002.05.13 - 2002.05.19,Outdoor,Clay,14,Bohdan Ulihrach,W,63 60
241,2002,ATP Masters Series Hamburg,"Hamburg, Germany",2002.05.13 - 2002.05.19,Outdoor,Clay,14,Nicolas Lapentti,W,61 64
242,2002,ATP Masters Series Rome,"Rome, Italy",2002.05.06 - 2002.05.12,Outdoor,Clay,11,Andrea Gaudenzi,L,46 46
243,2002,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2002.04.15 - 2002.04.21,Outdoor,Clay,11,David Nalbandian,L,26 16
244,2002,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2002.04.15 - 2002.04.21,Outdoor,Clay,11,Mariano Zabaleta,W,76(2) 64
245,2002,ATP Masters Series Miami,"Miami, FL, U.S.A.",2002.03.18 - 2002.03.31,Outdoor,Hard,14,Andre Agassi,L,36 36 63 46
246,2002,ATP Masters Series Miami,"Miami, FL, U.S.A.",2002.03.18 - 2002.03.31,Outdoor,Hard,14,Lleyton Hewitt,W,63 64
247,2002,ATP Masters Series Miami,"Miami, FL, U.S.A.",2002.03.18 - 2002.03.31,Outdoor,Hard,14,Andrei Pavel,W,61 61
248,2002,ATP Masters Series Miami,"Miami, FL, U.S.A.",2002.03.18 - 2002.03.31,Outdoor,Hard,14,Tim Henman,W,62 (RET)
249,2002,ATP Masters Series Miami,"Miami, FL, U.S.A.",2002.03.18 - 2002.03.31,Outdoor,Hard,14,Albert Portas,W,64 61
250,2002,ATP Masters Series Miami,"Miami, FL, U.S.A.",2002.03.18 - 2002.03.31,Outdoor,Hard,14,Jeff Morrison,W,61 76(6) 
251,2002,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2002.03.11 - 2002.03.17,Outdoor,Hard,14,Thomas Enqvist,L,46 36
252,2002,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2002.03.11 - 2002.03.17,Outdoor,Hard,14,Stefan Koubek,W,64 64
253,2002,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2002.03.11 - 2002.03.17,Outdoor,Hard,14,Xavier Malisse,W,67(5) 76(3) 63
254,2002,Dubai,"Dubai, U.A.E.",2002.02.25 - 2002.03.03,Outdoor,Hard,14,Rainer Schuettler,L,36 16
255,2002,Dubai,"Dubai, U.A.E.",2002.02.25 - 2002.03.03,Outdoor,Hard,14,Adrian Voinea,W,63 64
256,2002,Rotterdam,"Rotterdam, Netherlands",2002.02.18 - 2002.02.24,Indoor,Hard,13,Nicolas Escude,L,63 67(8) 57
257,2002,Rotterdam,"Rotterdam, Netherlands",2002.02.18 - 2002.02.24,Indoor,Hard,13,Thomas Enqvist,W,(W/O)
258,2002,Rotterdam,"Rotterdam, Netherlands",2002.02.18 - 2002.02.24,Indoor,Hard,13,John van Lottum,W,63 64
259,2002,RUS v SUI WG Rd 1,"Moscow, Russia",2002.02.04 - 2002.02.10,Indoor,Clay,13,Yevgeny Kafelnikov,W,76(6) 61 61
260,2002,RUS v SUI WG Rd 1,"Moscow, Russia",2002.02.04 - 2002.02.10,Indoor,Clay,13,Marat Safin,W,75 61 62
261,2002,Milan,"Milan, Italy",2002.01.28 - 2002.02.03,Indoor,Carpet,13,Davide Sanguinetti,L,67(2) 64 16
262,2002,Milan,"Milan, Italy",2002.01.28 - 2002.02.03,Indoor,Carpet,13,Greg Rusedski,W,76(7) 76(4) 
263,2002,Milan,"Milan, Italy",2002.01.28 - 2002.02.03,Indoor,Carpet,13,Sargis Sargsian,W,46 63 63
264,2002,Milan,"Milan, Italy",2002.01.28 - 2002.02.03,Indoor,Carpet,13,Nikolay Davydenko,W,63 67(4) 75
265,2002,Milan,"Milan, Italy",2002.01.28 - 2002.02.03,Indoor,Carpet,13,Stefan Koubek,W,76(2) 63
266,2002,Australian Open,"Melbourne, Australia",2002.01.14 - 2002.01.27,Outdoor,Hard,12,Tommy Haas,L,67(3) 64 63 46 68
267,2002,Australian Open,"Melbourne, Australia",2002.01.14 - 2002.01.27,Outdoor,Hard,12,Rainer Schuettler,W,76(6) 76(5) 64
268,2002,Australian Open,"Melbourne, Australia",2002.01.14 - 2002.01.27,Outdoor,Hard,12,Attila Savolt,W,62 75 64
269,2002,Australian Open,"Melbourne, Australia",2002.01.14 - 2002.01.27,Outdoor,Hard,12,Michael Chang,W,64 64 63
270,2002,Sydney,"Sydney, Australia",2002.01.07 - 2002.01.13,Outdoor,Hard,13,Juan Ignacio Chela,W,63 63
271,2002,Sydney,"Sydney, Australia",2002.01.07 - 2002.01.13,Outdoor,Hard,13,Andy Roddick,W,76(3) 64
272,2002,Sydney,"Sydney, Australia",2002.01.07 - 2002.01.13,Outdoor,Hard,13,Marcelo Rios,W,67(2) 76(4) 63
273,2002,Sydney,"Sydney, Australia",2002.01.07 - 2002.01.13,Outdoor,Hard,13,Xavier Malisse,W,62 64
274,2002,Sydney,"Sydney, Australia",2002.01.07 - 2002.01.13,Outdoor,Hard,13,Tommy Robredo,W,76(5) 76(5) 
275,2003,Tennis Masters Cup,"Houston, TX, USA",2003.11.10 - 2003.11.16,Outdoor,Hard,3,Andre Agassi,W,63 60 64
276,2003,Tennis Masters Cup,"Houston, TX, USA",2003.11.10 - 2003.11.16,Outdoor,Hard,3,Andy Roddick,W,76(2) 62
277,2003,Tennis Masters Cup,"Houston, TX, USA",2003.11.10 - 2003.11.16,Outdoor,Hard,3,Juan Carlos Ferrero,W,63 61
278,2003,Tennis Masters Cup,"Houston, TX, USA",2003.11.10 - 2003.11.16,Outdoor,Hard,3,David Nalbandian,W,63 60
279,2003,Tennis Masters Cup,"Houston, TX, USA",2003.11.10 - 2003.11.16,Outdoor,Hard,3,Andre Agassi,W,67(3) 63 76(7) 
280,2003,ATP World Tour Masters 1000 Paris,"Paris, France",2003.10.27 - 2003.11.02,Indoor,Hard,3,Tim Henman,L,67(5) 16
281,2003,ATP World Tour Masters 1000 Paris,"Paris, France",2003.10.27 - 2003.11.02,Indoor,Hard,3,Martin Verkerk,W,67(3) 76(12) 76(6) 
282,2003,ATP World Tour Masters 1000 Paris,"Paris, France",2003.10.27 - 2003.11.02,Indoor,Hard,3,Thierry Ascione,W,76(5) 61
283,2003,Basel,"Basel, Switzerland",2003.10.20 - 2003.10.26,Indoor,Carpet,3,Ivan Ljubicic,L,67(5) 76(5) 46
284,2003,Basel,"Basel, Switzerland",2003.10.20 - 2003.10.26,Indoor,Carpet,3,Marc Rosset,W,61 63
285,2003,ATP Masters Series Madrid,"Madrid, Spain",2003.10.13 - 2003.10.19,Indoor,Hard,3,Juan Carlos Ferrero,L,46 64 46
286,2003,ATP Masters Series Madrid,"Madrid, Spain",2003.10.13 - 2003.10.19,Indoor,Hard,3,Feliciano Lopez,W,46 76(3) 64
287,2003,ATP Masters Series Madrid,"Madrid, Spain",2003.10.13 - 2003.10.19,Indoor,Hard,3,Mardy Fish,W,63 76(4) 
288,2003,ATP Masters Series Madrid,"Madrid, Spain",2003.10.13 - 2003.10.19,Indoor,Hard,3,Alex Corretja,W,64 63
289,2003,Vienna,"Vienna, Austria",2003.10.06 - 2003.10.12,Indoor,Hard,3,Carlos Moya,W,63 63 63
290,2003,Vienna,"Vienna, Austria",2003.10.06 - 2003.10.12,Indoor,Hard,3,Max Mirnyi,W,62 76(2) 
291,2003,Vienna,"Vienna, Austria",2003.10.06 - 2003.10.12,Indoor,Hard,3,Jarkko Nieminen,W,63 63
292,2003,Vienna,"Vienna, Austria",2003.10.06 - 2003.10.12,Indoor,Hard,3,Karol Beck,W,63 46 64
293,2003,Vienna,"Vienna, Austria",2003.10.06 - 2003.10.12,Indoor,Hard,3,David Ferrer,W,62 62
294,2003,AUS v. SUI WG SF,"Melbourne, Australia",2003.09.15 - 2003.09.21,Outdoor,Hard,3,Lleyton Hewitt,L,75 62 67(4) 57 16
295,2003,AUS v. SUI WG SF,"Melbourne, Australia",2003.09.15 - 2003.09.21,Outdoor,Hard,3,Mark Philippoussis,W,63 64 76(3) 
296,2003,US Open,"New York, NY, U.S.A.",2003.08.25 - 2003.09.07,Outdoor,Hard,2,David Nalbandian,L,63 67(1) 46 36
297,2003,US Open,"New York, NY, U.S.A.",2003.08.25 - 2003.09.07,Outdoor,Hard,2,James Blake,W,63 76(4) 63
298,2003,US Open,"New York, NY, U.S.A.",2003.08.25 - 2003.09.07,Outdoor,Hard,2,Jean-Rene Lisnard,W,61 62 60
299,2003,US Open,"New York, NY, U.S.A.",2003.08.25 - 2003.09.07,Outdoor,Hard,2,Jose Acasuso,W,57 63 63 20 (RET)
300,2003,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2003.08.11 - 2003.08.17,Outdoor,Hard,2,David Nalbandian,L,67(4) 67(5) 
301,2003,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2003.08.11 - 2003.08.17,Outdoor,Hard,2,Scott Draper,W,46 63 76(10) 
302,2003,ATP Masters Series Canada,"Montreal, Canada",2003.08.04 - 2003.08.10,Outdoor,Hard,3,Andy Roddick,L,46 63 67(3) 
303,2003,ATP Masters Series Canada,"Montreal, Canada",2003.08.04 - 2003.08.10,Outdoor,Hard,3,Max Mirnyi,W,62 76(3) 
304,2003,ATP Masters Series Canada,"Montreal, Canada",2003.08.04 - 2003.08.10,Outdoor,Hard,3,Tommy Robredo,W,64 63
305,2003,ATP Masters Series Canada,"Montreal, Canada",2003.08.04 - 2003.08.10,Outdoor,Hard,3,Greg Rusedski,W,64 63
306,2003,ATP Masters Series Canada,"Montreal, Canada",2003.08.04 - 2003.08.10,Outdoor,Hard,3,Gaston Gaudio,W,64 36 75
307,2003,Gstaad,"Gstaad, Switzerland",2003.07.07 - 2003.07.13,Outdoor,Clay,3,Jiri Novak,L,75 36 36 61 36
308,2003,Gstaad,"Gstaad, Switzerland",2003.07.07 - 2003.07.13,Outdoor,Clay,3,Gaston Gaudio,W,61 76(6) 
309,2003,Gstaad,"Gstaad, Switzerland",2003.07.07 - 2003.07.13,Outdoor,Clay,3,David Sanchez,W,(W/O)
310,2003,Gstaad,"Gstaad, Switzerland",2003.07.07 - 2003.07.13,Outdoor,Clay,3,Jean-Rene Lisnard,W,61 62
311,2003,Gstaad,"Gstaad, Switzerland",2003.07.07 - 2003.07.13,Outdoor,Clay,3,Marc Lopez,W,63 67(4) 63
312,2003,Wimbledon,"London, England",2003.06.23 - 2003.07.06,Outdoor,Grass,5,Mark Philippoussis,W,76(5) 62 76(3) 
313,2003,Wimbledon,"London, England",2003.06.23 - 2003.07.06,Outdoor,Grass,5,Andy Roddick,W,76(6) 63 63
314,2003,Wimbledon,"London, England",2003.06.23 - 2003.07.06,Outdoor,Grass,5,Sjeng Schalken,W,63 64 64
315,2003,Wimbledon,"London, England",2003.06.23 - 2003.07.06,Outdoor,Grass,5,Feliciano Lopez,W,76(5) 64 64
316,2003,Wimbledon,"London, England",2003.06.23 - 2003.07.06,Outdoor,Grass,5,Mardy Fish,W,63 61 46 61
317,2003,Wimbledon,"London, England",2003.06.23 - 2003.07.06,Outdoor,Grass,5,Stefan Koubek,W,75 61 61
318,2003,Wimbledon,"London, England",2003.06.23 - 2003.07.06,Outdoor,Grass,5,Hyung-Taik Lee,W,63 63 76(2) 
319,2003,Halle,"Halle, Germany",2003.06.09 - 2003.06.15,Outdoor,Grass,5,Nicolas Kiefer,W,61 63
320,2003,Halle,"Halle, Germany",2003.06.09 - 2003.06.15,Outdoor,Grass,5,Mikhail Youzhny,W,46 76(4) 62
321,2003,Halle,"Halle, Germany",2003.06.09 - 2003.06.15,Outdoor,Grass,5,Younes El Aynaoui,W,75 76(3) 
322,2003,Halle,"Halle, Germany",2003.06.09 - 2003.06.15,Outdoor,Grass,5,Fernando Vicente,W,46 62 61
323,2003,Halle,"Halle, Germany",2003.06.09 - 2003.06.15,Outdoor,Grass,5,Sargis Sargsian,W,75 61
324,2003,Roland Garros,"Paris, France",2003.05.26 - 2003.06.08,Outdoor,Clay,5,Luis Horna,L,67(6) 26 67(3) 
325,2003,ATP Masters Series Hamburg,"Hamburg, Germany",2003.05.12 - 2003.05.18,Outdoor,Clay,5,Mark Philippoussis,L,36 62 36
326,2003,ATP Masters Series Hamburg,"Hamburg, Germany",2003.05.12 - 2003.05.18,Outdoor,Clay,5,Sargis Sargsian,W,61 61
327,2003,ATP Masters Series Hamburg,"Hamburg, Germany",2003.05.12 - 2003.05.18,Outdoor,Clay,5,Max Mirnyi,W,63 63
328,2003,ATP Masters Series Rome,"Rome, Italy",2003.05.05 - 2003.05.11,Outdoor,Clay,5,Felix Mantilla,L,57 26 67(8) 
329,2003,ATP Masters Series Rome,"Rome, Italy",2003.05.05 - 2003.05.11,Outdoor,Clay,5,Juan Carlos Ferrero,W,64 42 (RET)
330,2003,ATP Masters Series Rome,"Rome, Italy",2003.05.05 - 2003.05.11,Outdoor,Clay,5,Filippo Volandri,W,63 57 62
331,2003,ATP Masters Series Rome,"Rome, Italy",2003.05.05 - 2003.05.11,Outdoor,Clay,5,Tommy Robredo,W,61 61
332,2003,ATP Masters Series Rome,"Rome, Italy",2003.05.05 - 2003.05.11,Outdoor,Clay,5,Mariano Zabaleta,W,76(4) 62
333,2003,ATP Masters Series Rome,"Rome, Italy",2003.05.05 - 2003.05.11,Outdoor,Clay,5,Paul-Henri Mathieu,W,63 75
334,2003,Munich,"Munich, Germany",2003.04.28 - 2003.05.04,Outdoor,Clay,5,Jarkko Nieminen,W,61 64
335,2003,Munich,"Munich, Germany",2003.04.28 - 2003.05.04,Outdoor,Clay,5,Stefan Koubek,W,62 61
336,2003,Munich,"Munich, Germany",2003.04.28 - 2003.05.04,Outdoor,Clay,5,Mikhail Youzhny,W,62 63
337,2003,Munich,"Munich, Germany",2003.04.28 - 2003.05.04,Outdoor,Clay,5,Raemon Sluiter,W,64 63
338,2003,Munich,"Munich, Germany",2003.04.28 - 2003.05.04,Outdoor,Clay,5,Zeljko Krajan,W,64 63
339,2003,FRA v SUI WG Qtrs,Toulouse,2003.03.31 - 2003.04.06,Indoor,Hard,5,Fabrice Santoro,W,61 60 62
340,2003,FRA v SUI WG Qtrs,Toulouse,2003.03.31 - 2003.04.06,Indoor,Hard,5,Nicolas Escude,W,64 75 62
341,2003,ATP Masters Series Miami,"Miami, FL, U.S.A.",2003.03.17 - 2003.03.30,Outdoor,Hard,4,Albert Costa,L,67(4) 64 67(7) 
342,2003,ATP Masters Series Miami,"Miami, FL, U.S.A.",2003.03.17 - 2003.03.30,Outdoor,Hard,4,Sjeng Schalken,W,63 62
343,2003,ATP Masters Series Miami,"Miami, FL, U.S.A.",2003.03.17 - 2003.03.30,Outdoor,Hard,4,Juan Ignacio Chela,W,61 36 61
344,2003,ATP Masters Series Miami,"Miami, FL, U.S.A.",2003.03.17 - 2003.03.30,Outdoor,Hard,4,Luis Horna,W,62 75
345,2003,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2003.03.10 - 2003.03.16,Outdoor,Hard,4,Gustavo Kuerten,L,57 67(3) 
346,2003,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2003.03.10 - 2003.03.16,Outdoor,Hard,4,Felix Mantilla,W,67(4) 64 41 (RET)
347,2003,Dubai,"Dubai, U.A.E.",2003.02.24 - 2003.03.02,Outdoor,Hard,5,Jiri Novak,W,61 76(2) 
348,2003,Dubai,"Dubai, U.A.E.",2003.02.24 - 2003.03.02,Outdoor,Hard,5,Ivan Ljubicic,W,63 62
349,2003,Dubai,"Dubai, U.A.E.",2003.02.24 - 2003.03.02,Outdoor,Hard,5,Hicham Arazi,W,75 63
350,2003,Dubai,"Dubai, U.A.E.",2003.02.24 - 2003.03.02,Outdoor,Hard,5,Maximilian Abel,W,64 75
351,2003,Dubai,"Dubai, U.A.E.",2003.02.24 - 2003.03.02,Outdoor,Hard,5,Irakli Labadze,W,63 63
352,2003,Rotterdam,"Rotterdam, Netherlands",2003.02.17 - 2003.02.23,Indoor,Hard,5,Max Mirnyi,L,75 36 46
353,2003,Rotterdam,"Rotterdam, Netherlands",2003.02.17 - 2003.02.23,Indoor,Hard,5,Sjeng Schalken,W,62 64
354,2003,Rotterdam,"Rotterdam, Netherlands",2003.02.17 - 2003.02.23,Indoor,Hard,5,Fabrice Santoro,W,60 64
355,2003,Rotterdam,"Rotterdam, Netherlands",2003.02.17 - 2003.02.23,Indoor,Hard,5,Thomas Enqvist,W,36 63 64
356,2003,Marseille,"Marseille, France",2003.02.10 - 2003.02.16,Indoor,Hard,6,Jonas Bjorkman,W,62 76(6) 
357,2003,Marseille,"Marseille, France",2003.02.10 - 2003.02.16,Indoor,Hard,6,Karol Kucera,W,76(5) 63
358,2003,Marseille,"Marseille, France",2003.02.10 - 2003.02.16,Indoor,Hard,6,Raemon Sluiter,W,64 46 64
359,2003,Marseille,"Marseille, France",2003.02.10 - 2003.02.16,Indoor,Hard,6,Jarkko Nieminen,W,63 63
360,2003,Marseille,"Marseille, France",2003.02.10 - 2003.02.16,Indoor,Hard,6,Ivan Ljubicic,W,76(3) (RET)
361,2003,NED v. SUI WG 1st RD,The Netherlands,2003.02.03 - 2003.02.09,Indoor,Carpet,6,Sjeng Schalken,W,76(2) 64 75
362,2003,NED v. SUI WG 1st RD,The Netherlands,2003.02.03 - 2003.02.09,Indoor,Carpet,6,Raemon Sluiter,W,62 61 63
363,2003,Australian Open,"Melbourne, Australia",2003.01.13 - 2003.01.26,Outdoor,Hard,6,David Nalbandian,L,46 63 16 61 36
364,2003,Australian Open,"Melbourne, Australia",2003.01.13 - 2003.01.26,Outdoor,Hard,6,Andreas Vinciguerra,W,63 64 62
365,2003,Australian Open,"Melbourne, Australia",2003.01.13 - 2003.01.26,Outdoor,Hard,6,Lars Burgsmuller,W,63 60 63
366,2003,Australian Open,"Melbourne, Australia",2003.01.13 - 2003.01.26,Outdoor,Hard,6,Flavio Saretta,W,76(4) 75 63
367,2003,Sydney,"Sydney, Australia",2003.01.06 - 2003.01.12,Outdoor,Hard,6,Franco Squillari,L,26 36
368,2003,Doha,"Doha, Qatar",2002.12.30 - 2003.01.05,Outdoor,Hard,6,Jan-Michael Gambill,L,46 57
369,2003,Doha,"Doha, Qatar",2002.12.30 - 2003.01.05,Outdoor,Hard,6,Michel Kratochvil,W,64 64
370,2003,Doha,"Doha, Qatar",2002.12.30 - 2003.01.05,Outdoor,Hard,6,Andrei Stoliarov,W,62 67(4) 64
371,2004,Tennis Masters Cup,"Houston, TX, USA",2004.11.15 - 2004.11.21,Outdoor,Hard,1,Lleyton Hewitt,W,63 62
372,2004,Tennis Masters Cup,"Houston, TX, USA",2004.11.15 - 2004.11.21,Outdoor,Hard,1,Marat Safin,W,63 76(18) 
373,2004,Tennis Masters Cup,"Houston, TX, USA",2004.11.15 - 2004.11.21,Outdoor,Hard,1,Carlos Moya,W,63 36 63
374,2004,Tennis Masters Cup,"Houston, TX, USA",2004.11.15 - 2004.11.21,Outdoor,Hard,1,Lleyton Hewitt,W,63 64
375,2004,Tennis Masters Cup,"Houston, TX, USA",2004.11.15 - 2004.11.21,Outdoor,Hard,1,Gaston Gaudio,W,61 76(4) 
376,2004,Bangkok,"Bangkok, Thailand",2004.09.27 - 2004.10.03,Indoor,Hard,1,Andy Roddick,W,64 60
377,2004,Bangkok,"Bangkok, Thailand",2004.09.27 - 2004.10.03,Indoor,Hard,1,Paradorn Srichaphan,W,75 26 63
378,2004,Bangkok,"Bangkok, Thailand",2004.09.27 - 2004.10.03,Indoor,Hard,1,Robin Soderling,W,76(3) 64
379,2004,Bangkok,"Bangkok, Thailand",2004.09.27 - 2004.10.03,Indoor,Hard,1,Ivo Heuberger,W,61 63
380,2004,Bangkok,"Bangkok, Thailand",2004.09.27 - 2004.10.03,Indoor,Hard,1,Nicolas Thomann,W,64 76(4) 
381,2004,US Open,"New York, NY, U.S.A.",2004.08.30 - 2004.09.12,Outdoor,Hard,1,Lleyton Hewitt,W,60 76(3) 60
382,2004,US Open,"New York, NY, U.S.A.",2004.08.30 - 2004.09.12,Outdoor,Hard,1,Tim Henman,W,63 64 64
383,2004,US Open,"New York, NY, U.S.A.",2004.08.30 - 2004.09.12,Outdoor,Hard,1,Andre Agassi,W,63 26 75 36 63
384,2004,US Open,"New York, NY, U.S.A.",2004.08.30 - 2004.09.12,Outdoor,Hard,1,Andrei Pavel,W,(W/O)
385,2004,US Open,"New York, NY, U.S.A.",2004.08.30 - 2004.09.12,Outdoor,Hard,1,Fabrice Santoro,W,60 64 76(7) 
386,2004,US Open,"New York, NY, U.S.A.",2004.08.30 - 2004.09.12,Outdoor,Hard,1,Marcos Baghdatis,W,62 67(4) 63 61
387,2004,US Open,"New York, NY, U.S.A.",2004.08.30 - 2004.09.12,Outdoor,Hard,1,Albert Costa,W,75 62 64
388,2004,Athens Olympics,"Athens, Greece",2004.08.16 - 2004.08.22,Outdoor,Hard,1,Tomas Berdych,L,64 57 57
389,2004,Athens Olympics,"Athens, Greece",2004.08.16 - 2004.08.22,Outdoor,Hard,1,Nikolay Davydenko,W,63 57 61
390,2004,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2004.08.02 - 2004.08.08,Outdoor,Hard,1,Dominik Hrbaty,L,61 67(7) 46
391,2004,ATP Masters Series Canada,"Toronto, Canada",2004.07.26 - 2004.08.01,Outdoor,Hard,1,Andy Roddick,W,75 63
392,2004,ATP Masters Series Canada,"Toronto, Canada",2004.07.26 - 2004.08.01,Outdoor,Hard,1,Thomas Johansson,W,46 63 62
393,2004,ATP Masters Series Canada,"Toronto, Canada",2004.07.26 - 2004.08.01,Outdoor,Hard,1,Fabrice Santoro,W,75 64
394,2004,ATP Masters Series Canada,"Toronto, Canada",2004.07.26 - 2004.08.01,Outdoor,Hard,1,Max Mirnyi,W,76(3) 76(4) 
395,2004,ATP Masters Series Canada,"Toronto, Canada",2004.07.26 - 2004.08.01,Outdoor,Hard,1,Robin Soderling,W,75 61
396,2004,ATP Masters Series Canada,"Toronto, Canada",2004.07.26 - 2004.08.01,Outdoor,Hard,1,Hicham Arazi,W,63 75
397,2004,Gstaad,"Gstaad, Switzerland",2004.07.05 - 2004.07.11,Outdoor,Clay,1,Igor Andreev,W,62 63 57 63
398,2004,Gstaad,"Gstaad, Switzerland",2004.07.05 - 2004.07.11,Outdoor,Clay,1,Potito Starace,W,63 36 63
399,2004,Gstaad,"Gstaad, Switzerland",2004.07.05 - 2004.07.11,Outdoor,Clay,1,Radek Stepanek,W,61 57 64
400,2004,Gstaad,"Gstaad, Switzerland",2004.07.05 - 2004.07.11,Outdoor,Clay,1,Ivo Karlovic,W,67(5) 63 76(4) 
401,2004,Gstaad,"Gstaad, Switzerland",2004.07.05 - 2004.07.11,Outdoor,Clay,1,Tomas Behrend,W,61 61
402,2004,Wimbledon,"London, England",2004.06.21 - 2004.07.04,Outdoor,Grass,1,Andy Roddick,W,46 75 76(3) 64
403,2004,Wimbledon,"London, England",2004.06.21 - 2004.07.04,Outdoor,Grass,1,Sebastien Grosjean,W,62 63 76(6) 
404,2004,Wimbledon,"London, England",2004.06.21 - 2004.07.04,Outdoor,Grass,1,Lleyton Hewitt,W,61 67(1) 60 64
405,2004,Wimbledon,"London, England",2004.06.21 - 2004.07.04,Outdoor,Grass,1,Ivo Karlovic,W,63 76(3) 76(5) 
406,2004,Wimbledon,"London, England",2004.06.21 - 2004.07.04,Outdoor,Grass,1,Thomas Johansson,W,63 64 63
407,2004,Wimbledon,"London, England",2004.06.21 - 2004.07.04,Outdoor,Grass,1,Alejandro Falla,W,61 62 60
408,2004,Wimbledon,"London, England",2004.06.21 - 2004.07.04,Outdoor,Grass,1,Alex Bogdanovic,W,63 63 60
409,2004,Halle,"Halle, Germany",2004.06.07 - 2004.06.13,Outdoor,Grass,1,Mardy Fish,W,60 63
410,2004,Halle,"Halle, Germany",2004.06.07 - 2004.06.13,Outdoor,Grass,1,Jiri Novak,W,63 64
411,2004,Halle,"Halle, Germany",2004.06.07 - 2004.06.13,Outdoor,Grass,1,Arnaud Clement,W,63 75
412,2004,Halle,"Halle, Germany",2004.06.07 - 2004.06.13,Outdoor,Grass,1,Mikhail Youzhny,W,62 61
413,2004,Halle,"Halle, Germany",2004.06.07 - 2004.06.13,Outdoor,Grass,1,Thomas Johansson,W,63 62
414,2004,Roland Garros,"Paris, France",2004.05.24 - 2004.06.06,Outdoor,Clay,1,Gustavo Kuerten,L,46 46 46
415,2004,Roland Garros,"Paris, France",2004.05.24 - 2004.06.06,Outdoor,Clay,1,Nicolas Kiefer,W,63 64 76(6) 
416,2004,Roland Garros,"Paris, France",2004.05.24 - 2004.06.06,Outdoor,Clay,1,Kristof Vliegen,W,61 62 61
417,2004,ATP Masters Series Hamburg,"Hamburg, Germany",2004.05.10 - 2004.05.16,Outdoor,Clay,1,Guillermo Coria,W,46 64 62 63
418,2004,ATP Masters Series Hamburg,"Hamburg, Germany",2004.05.10 - 2004.05.16,Outdoor,Clay,1,Lleyton Hewitt,W,60 64
419,2004,ATP Masters Series Hamburg,"Hamburg, Germany",2004.05.10 - 2004.05.16,Outdoor,Clay,1,Carlos Moya,W,64 63
420,2004,ATP Masters Series Hamburg,"Hamburg, Germany",2004.05.10 - 2004.05.16,Outdoor,Clay,1,Fernando Gonzalez,W,75 61
421,2004,ATP Masters Series Hamburg,"Hamburg, Germany",2004.05.10 - 2004.05.16,Outdoor,Clay,1,Nicolas Lapentti,W,63 63
422,2004,ATP Masters Series Hamburg,"Hamburg, Germany",2004.05.10 - 2004.05.16,Outdoor,Clay,1,Gaston Gaudio,W,61 57 64
423,2004,ATP Masters Series Rome,"Rome, Italy",2004.05.03 - 2004.05.09,Outdoor,Clay,1,Albert Costa,L,63 36 26
424,2004,ATP Masters Series Rome,"Rome, Italy",2004.05.03 - 2004.05.09,Outdoor,Clay,1,Jonas Bjorkman,W,76(4) 63
425,2004,SUI v. FRA WG Qtrs,"Prilly, Switzerland",2004.04.05 - 2004.04.11,Indoor,Hard,1,Arnaud Clement,W,62 75 64
426,2004,SUI v. FRA WG Qtrs,"Prilly, Switzerland",2004.04.05 - 2004.04.11,Indoor,Hard,1,Nicolas Escude,W,62 64 64
427,2004,ATP Masters Series Miami,"Miami, FL, U.S.A.",2004.03.22 - 2004.04.04,Outdoor,Hard,1,Rafael Nadal,L,36 36
428,2004,ATP Masters Series Miami,"Miami, FL, U.S.A.",2004.03.22 - 2004.04.04,Outdoor,Hard,1,Nikolay Davydenko,W,62 36 75
429,2004,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2004.03.08 - 2004.03.21,Outdoor,Hard,1,Tim Henman,W,63 63
430,2004,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2004.03.08 - 2004.03.21,Outdoor,Hard,1,Andre Agassi,W,46 63 64
431,2004,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2004.03.08 - 2004.03.21,Outdoor,Hard,1,Juan Ignacio Chela,W,62 61
432,2004,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2004.03.08 - 2004.03.21,Outdoor,Hard,1,Mardy Fish,W,64 61
433,2004,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2004.03.08 - 2004.03.21,Outdoor,Hard,1,Fernando Gonzalez,W,63 62
434,2004,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2004.03.08 - 2004.03.21,Outdoor,Hard,1,Andrei Pavel,W,61 61
435,2004,Dubai,"Dubai, U.A.E.",2004.03.01 - 2004.03.07,Outdoor,Hard,1,Feliciano Lopez,W,46 61 62
